date,txCount,marketcap(USD),price(USD),exchangeVolume(USD),fees,activeAddresses,medianFee,averageDifficulty,paymentCount
2014-05-24,1026,2653720.0,2.92,248028.0,0.002842246267,167516,1.2798e-06,130468591.315,117383,
2014-05-25,1486,3774890.0,4.04,283545.0,0.002369143303,162895,1.1727075e-06,145871208.534,102566,
2014-05-26,1985,3070190.0,3.22,220148.0,0.014979522317,273991,1e-06,140766538.174,203749,
2014-05-27,2084,2958060.0,3.03,97603.0,3.04746212718,246233,1.1720355e-06,164342431.021,149162,
2014-05-28,1341,2231880.0,2.24,177716.0,4.99131557173,117810,0.005151329006,209742783.114,70700,
2014-05-29,1862,2251030.0,2.21,109157.0,6.11866208503,112694,0.005000172716,210795340.141,65294,
2014-05-30,1396,1742630.0,1.68,119296.0,5.73523327804,96809,0.005068195348,162978948.527,59201,
2014-05-31,1071,1675440.0,1.58,117399.0,5.12380070104,103182,0.00546,185088636.47,54882,
2014-06-01,1150,2111850.0,1.94,130602.0,5.49229620917,102051,0.005473742726,261133131.137,62008,
2014-06-02,1493,1964820.0,1.76,47672.0,8.26006948906,95086,0.00564,226714411.824,63189,
2014-06-03,2084,1966370.0,1.73,91332.0,11.752766976,124655,0.00567,234513962.49,73704,
2014-06-04,2256,2238440.0,1.93,51886.0,13.0910605947,140202,0.0057211551095,228184448.288,89488,
2014-06-05,2582,2000103.33333,1.7,49319.6666667,14.3678023443,197591,0.00565,248133262.089,133997,
2014-06-06,3056,1761766.66667,1.47,46753.3333333,16.7579042011,251639,0.0056607176945,246171894.813,172909,
2014-06-07,2156,1523430.0,1.24,44187.0,12.4380620699,212294,0.005728560324,221904132.333,153474,
2014-06-08,2434,1702900.0,1.36,40634.0,13.6288046815,230961,0.0056775378445,228051232.656,168058,
2014-06-09,2661,1697580.0,1.33,56500.0,14.5268217814,284362,0.0057,215808429.351,202384,
2014-06-10,2927,1917820.0,1.48,182599.0,15.9074534792,291204,0.005668804446,238279836.089,189425,
2014-06-11,3051,2279840.0,1.72,85735.0,18.7265404235,228188,0.00578,284750265.384,151648,
2014-06-12,4588,2174900.0,1.62,108619.0,28.9363683172,342884,0.005808634478,275264767.224,238799,
2014-06-13,5478,2257650.0,1.65,84237.0,34.6814071043,415863,0.0058,309330885.825,290600,
2014-06-14,5432,2677530.0,1.93,276919.0,42.229096636,430558,0.0058287440395,350543883.739,256248,
2014-06-15,5401,3288170.0,2.32,150652.0,36.4432868527,440508,0.005809251016,398915299.589,281816,
2014-06-16,4876,3905660.0,2.72,438776.0,38.0330704794,368398,0.0058031672625,390814585.357,175806,
2014-06-17,4042,4601540.0,3.15,228445.0,27.7641348516,226198,0.00583,405606844.855,108719,
2014-06-18,3776,4304890.0,2.9,183102.0,78.4720280595,196332,0.00588,465032184.952,110220,
2014-06-19,4074,4188790.0,2.78,283962.0,29.0746418786,237057,0.00586,477430973.54,123300,
2014-06-20,2658,4844000.0,3.17,543764.0,17.7255789772,192028,0.005839641553,520939071.808,91139,
2014-06-21,3499,6730580.0,4.33,723077.0,23.5780405833,270325,0.005849368197,641327458.483,136443,
2014-06-22,2780,7853920.0,4.98,491984.0,18.6350149803,202286,0.005860018494,719963244.336,113783,
2014-06-23,3048,6851250.0,4.28,433301.0,21.5535874165,182344,0.0059010904805,773134891.318,52216,
2014-06-24,2742,6374590.0,3.93,150995.0,18.8722521046,148651,0.0058060070705,768620059.407,57409,
2014-06-25,2403,5313820.0,3.23,217183.0,16.5202398797,106860,0.005748858936,686916914.694,45120,
2014-06-26,2319,5471230.0,3.28,117740.0,15.8871040847,108559,0.005735541296,743510913.245,43555,
2014-06-27,2088,5044180.0,2.98,250643.0,14.4711031793,94736,0.00574069037,720773934.273,37615,
2014-06-28,1791,3997740.0,2.32,184970.0,12.5184184397,77570,0.005776685388,742852110.337,33942,
2014-06-29,1846,4434960.0,2.55,138511.0,12.9273213892,78138,0.005786850171,783624507.616,35013,
2014-06-30,1998,4484350.0,2.55,124575.0,13.9085087608,89291,0.0058214479635,765112535.933,35357,
2014-07-01,1901,4470350.0,2.51,98540.0,13.4070319597,76938,0.005824709226,838708786.346,34901,
2014-07-02,1774,4225600.0,2.34,101095.0,13.0075882067,74434,0.0059611356745,842806485.245,30015,
2014-07-03,1878,4217730.0,2.31,168532.0,13.4667565078,80783,0.0058639572135,818971509.964,27091,
2014-07-04,1788,4899760.0,2.64,148555.0,12.8828723349,73162,0.00589533176,845340848.788,32842,
2014-07-05,1618,4956910.0,2.64,68525.0,11.3624746243,66333,0.005826833024,876066657.904,33042,
2014-07-06,1678,4690900.0,2.47,77663.0,12.0309150718,72733,0.005879962593,926640219.173,33080,
2014-07-07,1915,4609840.0,2.4,111370.0,13.490081883,75250,0.005770336652,886561208.767,33036,
2014-07-08,1850,3851290.0,1.98,94993.0,13.4032729874,75523,0.005970153321,789119597.591,32126,
2014-07-09,1671,4518280.0,2.3,69554.0,12.2189901923,71088,0.005950043479,763382167.126,32517,
2014-07-10,1570,4033590.0,2.03,89099.0,11.978254204,66885,0.006759757022,768189204.65,29624,
2014-07-11,1760,3746700.0,1.86,116666.0,13.5578125046,73072,0.007,789385281.044,30201,
2014-07-12,1401,3648870.0,1.79,65375.0,10.5564899792,61977,0.006632915073,745362919.776,28447,
2014-07-13,1754,3562450.0,1.73,122049.0,43.4980759273,80564,0.0069338485255,686783840.528,29576,
2014-07-14,1538,3716450.0,1.79,100284.0,12.0332185528,62634,0.0070918651645,781050948.247,25446,
2014-07-15,1950,4096760.0,1.95,136205.0,14.1013223231,79138,0.005971368855,748982297.391,31004,
2014-07-16,2417,4585570.0,2.16,353430.0,17.6828179812,100734,0.00597,784395301.958,32773,
2014-07-17,2603,5804450.0,2.71,503684.0,35.1844373621,116602,0.00641395583,950100807.288,30789,
2014-07-18,2186,6577180.0,3.03,348336.0,16.7211191092,90022,0.0067872353825,1036151200.82,31607,
2014-07-19,1905,5680000.0,2.59,169471.0,14.3554641277,72419,0.006567200883,1000135574.89,30043,
2014-07-20,1944,6372740.0,2.88,116853.0,14.6611443978,72047,0.006819471637,1032915790.68,35087,
2014-07-21,2153,5978470.0,2.67,243140.0,33.5550561734,84688,0.00700640898,1037119925.79,32907,
2014-07-22,2105,6966760.0,3.09,262049.0,16.0822591563,80747,0.007,1061550105.31,33707,
2014-07-23,2243,7296220.0,3.2,274946.0,17.2360039999,79879,0.007,1072157256.64,36536,
2014-07-24,2101,6717400.0,2.92,292547.0,20.6666928179,68203,0.008539252416,1092637808.54,29648,
2014-07-25,2156,5500730.0,2.37,182887.0,19.7956370068,73152,0.006,1129645039.73,35221,
2014-07-26,1958,6327920.0,2.7,125320.0,14.5046811156,67073,0.0062710900005,1121603357.57,33137,
2014-07-27,2008,6211480.0,2.62,111827.0,21.3691116854,72049,0.005986055,1173566772.3,34325,
2014-07-28,2138,6102470.0,2.55,141903.0,20.6117982505,78114,0.00612769849,1134655145.5,38095,
2014-07-29,2492,6507970.0,2.7,272756.0,18.3715373166,97982,0.006073545,1192188038.32,41215,
2014-07-30,2222,6374650.0,2.62,79830.0,16.3421950902,85788,0.006296279605,1163816563.47,39687,
2014-07-31,2118,6187770.0,2.52,111065.0,23.1058384084,91272,0.007,1182148559.27,41374,
2014-08-01,1822,6361190.0,2.57,145177.0,15.6092475231,84833,0.0066901234035,1223903094.07,32816,
2014-08-02,1667,6665580.0,2.67,101031.0,12.3562552979,69461,0.006581220001,1213657321.77,36125,
2014-08-03,1687,6295750.0,2.5,144327.0,12.0901329469,74375,0.006,1205582931.09,37492,
2014-08-04,1944,5992660.0,2.36,234647.0,14.4056092076,82966,0.0064186311055,1233773547.24,35281,
2014-08-05,1560,5154370.0,2.01,94391.0,11.4172475052,63494,0.0064341459435,1150835218.87,32408,
2014-08-06,1919,5698660.0,2.2,76411.0,14.081955242,72768,0.00622636638,1176723816.82,36224,
2014-08-07,1525,5713790.0,2.19,88304.0,11.1140087571,68560,0.00625838,1172599157.82,33269,
2014-08-08,1614,5636120.0,2.14,87502.0,12.0143789458,71013,0.00624204,1207752796.85,32461,
2014-08-09,1645,5760020.0,2.17,72351.0,12.0564881604,75798,0.00646631,1225309048.97,35606,
2014-08-10,1533,5482750.0,2.05,80847.0,11.4025436325,64415,0.00672614,1210039796.28,32416,
2014-08-11,1953,5505760.0,2.04,132234.0,14.6848290256,81513,0.00671284,1158260547.23,39256,
2014-08-12,1905,5649600.0,2.08,114580.0,13.9997443274,89618,0.006,1203764542.5,37955,
2014-08-13,1695,5465790.0,2.0,89506.0,12.6548421699,68095,0.0067213,1232851977.76,34292,
2014-08-14,1961,5280750.0,1.91,99815.0,15.0224181261,99395,0.007499370001,1167846070.25,32894,
2014-08-15,1641,4932750.0,1.78,182760.0,21.5679678959,69718,0.006976133547,1172411565.7,34128,
2014-08-16,1589,4413540.0,1.59,82703.0,14.4814740114,64896,0.006,1138429079.79,33602,
2014-08-17,1597,4447240.0,1.6,72244.0,11.674949402,68759,0.006569410002,1132035657.09,34176,
2014-08-18,1787,4074930.0,1.47,108222.0,14.2536853367,76374,0.00633103,1092350728.76,34085,
2014-08-19,1804,4013520.0,1.45,98273.0,13.9344701012,73108,0.0065085099995,1083945168.99,36875,
2014-08-20,2354,4795780.0,1.66,286655.0,17.104539395,103912,0.006,1060826317.68,38450,
2014-08-21,1855,5337170.0,1.84,141302.0,13.8210790595,81513,0.007,1112316059.86,36411,
2014-08-22,1902,5331550.0,1.82,118268.0,13.9955685159,73204,0.0066382397135,1274296119.23,37358,
2014-08-23,3255,5236920.0,1.78,81316.0,28.4525327123,81264,0.01,1276461408.12,42940,
2014-08-24,2708,5377400.0,1.81,113086.0,64.1080561262,74308,0.01,1353449313.06,30497,
2014-08-25,1688,5843100.0,1.95,179315.0,100.773591565,70306,0.01,1457372624.73,22208,
2014-08-26,1308,6291750.0,2.09,191411.0,98.9565618408,51084,0.1,1407621070.8,20185,
2014-08-27,1129,6098760.0,2.01,125364.0,80.8867727075,53643,0.1,1407077738.2,20767,
2014-08-28,1294,6110120.0,2.0,246829.0,90.9922060716,54870,0.1,1405083599.42,20421,
2014-08-29,1244,6708610.0,2.18,219724.0,82.7221792855,53650,0.01,1421908087.2,17970,
2014-08-30,1330,6832530.0,2.21,270668.0,97.7308463037,57599,0.1,1533501577.78,20715,
2014-08-31,1387,7577360.0,2.43,308396.0,110.006216546,68720,0.1,1549573822.41,23646,
2014-09-01,1258,6827450.0,2.17,268279.0,98.017996275,52864,0.1,1415283589.37,25480,
2014-09-02,1205,6464120.0,2.05,218797.0,109.32002428,59367,0.1,1405605276.12,25586,
2014-09-03,2856,6205680.0,1.95,153437.0,276.273549198,229678,0.1001675,1393304227.3,131358,
2014-09-04,1967,6507160.0,2.03,186620.0,135.907381552,118944,0.1,1280809444.97,63728,
2014-09-05,893,6595670.0,2.05,168193.0,88.2285513112,43197,0.100008239999,1314644246.07,18233,
2014-09-06,885,6411200.0,1.98,120274.0,94.3216161013,44671,0.101461526797,1435733673.53,22724,
2014-09-07,888,6324720.0,1.94,151671.0,98.9349232411,44037,0.100861161126,1479217544.91,21353,
2014-09-08,911,6166130.0,1.88,158829.0,97.0608630743,49474,0.10137914,1472550247.04,20674,
2014-09-09,962,6200410.0,1.88,129058.0,109.488180351,46719,0.100852054396,1417321967.35,19605,
2014-09-10,1158,5876080.0,1.77,280005.0,126.088902465,52179,0.100605386901,1361266226.31,23326,
2014-09-11,1058,6583810.0,1.97,173065.0,115.414244159,47166,0.100467249997,1378232666.83,21528,
2014-09-12,947,6544780.0,1.94,166282.0,101.792890872,45121,0.100663395448,1390775872.97,21421,
2014-09-13,837,6365210.0,1.88,156820.0,96.1184110329,45723,0.104705519825,1532566430.05,22998,
2014-09-14,804,6308010.0,1.85,123269.0,95.8546857386,41946,0.100317049508,1543447971.11,22314,
2014-09-15,912,6241990.0,1.82,132403.0,101.211411533,46149,0.101381242938,1549332379.01,22102,
2014-09-16,1090,6557510.0,1.9,149855.0,119.88058194,57408,0.100548056738,1430921426.71,23301,
2014-09-17,1045,6389740.0,1.84,291633.0,117.141526701,59428,0.102070351799,1425123222.95,21289,
2014-09-18,958,6076160.0,1.74,253082.0,108.087748852,53245,0.103629202131,1313155924.38,21085,
2014-09-19,942,5503840.0,1.57,171739.0,109.62516701,47704,0.106654563433,1347147949.36,22649,
2014-09-20,868,5094260.0,1.44,362626.0,107.997911295,40171,0.103170824088,1383747821.16,20901,
2014-09-21,1118,4502750.0,1.27,239591.0,129.917764373,66655,0.10199323096,1438714841.42,21609,
2014-09-22,883,4552650.0,1.27,137822.0,94.4190618422,40227,0.1,1236418028.24,18684,
2014-09-23,1006,4526380.0,1.26,205229.0,108.10255686,43421,0.1,1253387325.46,19121,
2014-09-24,622,5285770.0,1.46,122748.0,53.3555452798,27360,0.1,1214647981.79,8606,
2014-09-25,884,5441180.0,1.5,126179.0,88.2293706297,33652,0.1,1135180325.24,16852,
2014-09-26,674,5104450.0,1.4,81632.0,76.2186116629,37460,0.101514394957,1186084290.23,19677,
2014-09-27,633,5082540.0,1.38,95657.0,76.5200982491,32897,0.10304,1350322571.92,18424,
2014-09-28,796,4821140.0,1.31,84413.0,97.818587242,42134,0.104539382439,1250764523.65,16990,
2014-09-29,769,4533030.0,1.22,83902.0,96.5769285062,41551,0.11348863,1226988281.81,17294,
2014-09-30,786,4344950.0,1.16,82094.0,96.3408938049,41221,0.112845163939,1321134435.27,15857,
2014-10-01,817,4536570.0,1.21,65140.0,98.6350098679,42836,0.104260048584,1384298802.03,16646,
2014-10-02,653,4588330.0,1.22,61824.0,91.7039119846,30315,0.105,1261963170.25,16446,
2014-10-03,706,4493740.0,1.18,113844.0,87.3071622409,36130,0.117483019998,1281782760.45,16033,
2014-10-04,642,4166030.0,1.09,65894.0,77.8236707559,33160,0.11470412754,1246931826.76,17377,
2014-10-05,685,3745430.0,0.977117,86073.0,79.0889240004,37637,0.107,1369003525.62,16587,
2014-10-06,635,3385660.0,0.878679,65377.0,114.369549715,29450,0.108235730441,1302855575.51,13208,
2014-10-07,659,3797610.0,0.980493,68252.0,76.8943283586,35572,0.105,1280590812.15,17164,
2014-10-08,732,3906930.0,1.0,116352.0,84.3516287477,40015,0.105,1284834546.6,17274,
2014-10-09,688,4255220.0,1.09,66785.0,80.5920054266,37887,0.105791504998,1261086255.57,17262,
2014-10-10,826,4343870.0,1.1,121420.0,98.1050705042,40550,0.105,1367564173.33,16770,
2014-10-11,578,4499020.0,1.14,81876.0,70.0874833084,33575,0.107100423307,1445260871.11,15247,
2014-10-12,606,4280260.0,1.08,58972.0,69.125092309,36314,0.1044069803,1469109026.88,13778,
2014-10-13,706,4324230.0,1.08,92059.0,79.8842425851,39848,0.103599589159,1379600456.27,17812,
2014-10-14,650,4406300.0,1.1,63787.0,79.4376962861,36771,0.110529539428,1342655551.89,17305,
2014-10-15,611,4365480.0,1.08,104550.0,74.693754228,32453,0.109,1307865432.16,16248,
2014-10-16,527,3997770.0,0.986954,59154.0,108.767182208,27990,0.100288154894,1274812161.08,11918,
2014-10-17,580,4064590.0,0.998718,63034.0,69.2246062799,32866,0.102702380143,1233871556.36,16822,
2014-10-18,498,3981500.0,0.973584,60842.0,60.079591137,27393,0.111072482469,1402591412.99,15960,
2014-10-19,571,3968000.0,0.965568,47858.0,70.9782580794,29536,0.116313086672,1361084345.68,15953,
2014-10-20,707,4110980.0,0.995676,86281.0,79.3697635937,39981,0.103955,1264638991.41,16264,
2014-10-21,592,3949060.0,0.952061,50963.0,69.6956555929,30989,0.106882059999,1208499364.52,16108,
2014-10-22,701,3987300.0,0.956909,63727.0,84.8285772363,37044,0.104259769999,1172845299.54,16443,
2014-10-23,688,3944870.0,0.942326,97124.0,82.4604250887,35691,0.107542139331,1276921095.73,15869,
2014-10-24,629,3541880.0,0.842075,52867.0,78.485646391,37858,0.107429929257,1340515758.63,15936,
2014-10-25,670,3227940.0,0.763826,54596.0,83.9603454026,33174,0.108524423344,1256857384.93,15017,
2014-10-26,626,3142310.0,0.74026,37577.0,77.4960143986,38621,0.116851445659,1237114577.27,14087,
2014-10-27,909,2974520.0,0.697623,141319.0,112.610636003,66560,0.119918282583,1110784941.3,15485,
2014-10-28,608,3016260.0,0.704975,82389.0,73.8557451298,34074,0.114816733486,1068834701.13,13587,
2014-10-29,690,2958330.0,0.687775,23967.0,88.9085661999,38866,0.126377688299,1001542917.28,14898,
2014-10-30,562,2731100.0,0.632047,48427.0,73.9040856426,35215,0.120784357819,1078576641.87,15068,
2014-10-31,535,2663690.0,0.61369,37303.0,69.5851702653,28162,0.12070552786,1157104471.14,13353,
2014-11-01,446,2647220.0,0.607123,33872.0,57.7415125714,23957,0.122821062278,1207908107.46,13216,
2014-11-02,449,2568260.0,0.586417,26877.0,61.1533519544,22397,0.12970023,1281878465.94,11675,
2014-11-03,580,2541950.0,0.577925,40900.0,75.8726209076,35117,0.126711024316,1115381952.41,12168,
2014-11-04,561,2543340.0,0.575828,42253.0,73.3797550201,32672,0.12925887541,1072196576.23,15324,
2014-11-05,538,2430850.0,0.547942,25458.0,69.4415986421,26322,0.128295725,1043930923.66,14090,
2014-11-06,575,2540200.0,0.570834,28528.0,74.8788429884,30029,0.127760468048,1070860553.71,14706,
2014-11-07,535,2626730.0,0.590278,29987.0,63.1624008646,27743,0.116751724857,1144878119.92,13068,
2014-11-08,517,2785880.0,0.619835,40713.0,64.6487448523,25559,0.116708836707,1144652717.59,11203,
2014-11-09,607,2903700.0,0.643598,44247.0,77.0270699574,33735,0.117950575393,951687618.402,11999,
2014-11-10,693,3246790.0,0.71667,67836.0,88.7386230872,37913,0.119335565152,925974405.605,13862,
2014-11-11,533,3341990.0,0.734491,30147.0,69.4339892829,25430,0.113149565719,999637495.733,10788,
2014-11-12,1034,3282510.0,0.718542,75047.0,91.8244581036,57660,0.1,919945331.929,14303,
2014-11-13,868,3374860.0,0.735674,41143.0,67.4501829064,32404,0.1,988505803.122,14622,
2014-11-14,811,3227210.0,0.700665,65338.0,57.3176731492,31915,0.05,1014268693.79,14521,
2014-11-15,796,3202520.0,0.692307,31336.0,58.2091527474,33253,0.0863595688925,986387637.268,14499,
2014-11-16,755,2967190.0,0.638882,27107.0,53.4908122837,30839,0.066201523817,1036064332.37,13654,
2014-11-17,715,3039770.0,0.651929,152764.0,70.0618663351,35989,0.1,958494749.527,13200,
2014-11-18,766,2744180.0,0.586133,49912.0,57.2382789094,37647,0.1,1010563400.51,16344,
2014-11-19,521,2806170.0,0.596995,25761.0,48.0488257068,27372,0.1,998182844.872,10538,
2014-11-20,520,2636230.0,0.558639,23232.0,41.4788561558,20590,0.1,990148999.365,11228,
2014-11-21,656,2449300.0,0.516995,34458.0,50.3247477188,25304,0.1,1026928531.38,13053,
2014-11-22,587,2538420.0,0.533662,26877.0,40.1689375696,23060,0.044007346846,997657853.97,13539,
2014-11-23,687,2557650.0,0.535661,31247.0,48.6963285181,28980,0.086900612801,980746697.548,13267,
2014-11-24,773,2521740.0,0.52605,29694.0,59.0875285553,32537,0.1,938462875.538,13333,
2014-11-25,1103,2558050.0,0.531602,84303.0,97.4292301291,46412,0.1,932833646.578,14930,
2014-11-26,928,2814430.0,0.58257,29237.0,75.056429458,36577,0.1,884282881.549,13830,
2014-11-27,1176,2718540.0,0.560613,10861.0,108.802761152,39786,0.1,929106553.598,16095,
2014-11-28,788,2711830.0,0.557097,17670.0,61.1750110604,33130,0.077314615129,943345165.731,15233,
2014-11-29,663,2757520.0,0.56432,17081.0,49.0170275591,29946,0.068257899603,968233304.823,16897,
2014-11-30,781,2795300.0,0.571386,14933.0,67.9049723296,30746,0.1,992487361.277,12354,
2014-12-01,780,2778070.0,0.567864,78718.0,64.4365313287,34965,0.1,890555534.96,13497,
2014-12-02,768,2340440.0,0.473696,21322.0,63.8962418355,37751,0.1,867407653.344,13877,
2014-12-03,633,2619290.0,0.528122,26153.0,49.0405343823,31873,0.095075696229,879636193.927,12714,
2014-12-04,724,2533220.0,0.508874,18052.0,57.9468443101,38071,0.1,958505213.13,13619,
2014-12-05,632,2273710.0,0.455063,45855.0,50.2134323829,28304,0.1,988325182.081,12907,
2014-12-06,629,2143880.0,0.427467,18704.0,43.8817611594,25684,0.04,1157257496.04,11255,
2014-12-07,561,2232200.0,0.443451,21888.0,41.6009178868,25717,0.077281671568,1184202184.49,11154,
2014-12-08,653,2377730.0,0.470613,36453.0,52.8158855078,38525,0.1,1119796275.84,11387,
2014-12-09,627,2267930.0,0.448309,28887.0,46.8727757106,31230,0.068029352266,1106088557.2,12564,
2014-12-10,624,1978920.0,0.391179,18125.0,46.5236203888,27215,0.06,935633654.715,12248,
2014-12-11,652,1959700.0,0.38738,22967.0,47.2227899648,32819,0.05,833261642.501,12788,
2014-12-12,640,1992170.0,0.393799,16404.0,47.7633741225,31983,0.08,886642378.39,12301,
2014-12-13,564,1899730.0,0.375526,17428.0,40.1123788968,28260,0.053614103319,944816079.541,11852,
2014-12-14,498,1898350.0,0.375254,13827.0,37.3148433797,25920,0.06,916853190.264,11569,
2014-12-15,618,1956960.0,0.386838,23998.0,47.656537693,31058,0.1,871748210.699,12070,
2014-12-16,537,1938870.0,0.383263,41022.0,43.6802830317,32238,0.1,898834324.908,10442,
2014-12-17,720,1755550.0,0.347026,33392.0,65.5557525231,46980,0.1,933127285.731,10731,
2014-12-18,659,1710790.0,0.338177,17760.0,51.3650219654,28993,0.087297196694,913531057.09,12437,
2014-12-19,933,1599440.0,0.316167,16495.0,93.3778769145,43604,0.1,934724086.228,12849,
2014-12-20,1314,1684180.0,0.319682,12708.0,158.685367682,59547,0.102510949631,964179281.248,14348,
2014-12-21,592,1791620.0,0.338958,24432.0,44.5086904908,27141,0.061456408948,953322081.762,12126,
2014-12-22,798,1823950.0,0.343896,19493.0,64.2483273027,33635,0.1,889075569.546,13151,
2014-12-23,689,1836840.0,0.345175,25039.0,52.5031545064,25868,0.094145063807,949267002.671,10295,
2014-12-24,762,2046480.0,0.383242,64963.0,57.6686455051,36140,0.1,982612955.575,9538,
2014-12-25,715,2265570.0,0.422909,53937.0,55.5589604348,29174,0.09,997316127.511,10038,
2014-12-26,665,2451960.0,0.456171,35090.0,54.0990465508,26435,0.1,1040845138.26,9477,
2014-12-27,685,2330360.0,0.432913,98086.0,52.2023882183,29554,0.097820977886,1200040709.99,9331,
2014-12-28,834,2757730.0,0.509646,117333.0,60.1349000493,34297,0.059177891611,1232065955.69,9562,
2014-12-29,705,3065720.0,0.564681,72362.0,50.3107446863,33020,0.04577948,1098246690.89,10238,
2014-12-30,836,2670650.0,0.490338,57426.0,66.2907168282,33353,0.1,1177622430.02,9806,
2014-12-31,510,2659040.0,0.486608,37598.0,38.8021476186,24344,0.05798690113,1180124902.26,8972,
2015-01-01,359,2391490.0,0.436241,25000.0,34.1477557329,16556,0.1,1183250109.37,5330,
2015-01-02,462,2602560.0,0.473272,34884.0,33.4155804083,20501,0.05,1131341075.67,8771,
2015-01-03,580,2525370.0,0.459173,42366.0,44.9927513496,22338,0.1,1098355132.13,8626,
2015-01-04,544,2582190.0,0.466618,29438.0,38.9463097483,24092,0.04,1001835616.13,9494,
2015-01-05,770,2283900.0,0.411376,35008.0,71.051521179,34041,0.1,1035967214.45,10750,
2015-01-06,675,2348070.0,0.42162,34747.0,49.2631342535,26052,0.06,946018479.519,10138,
2015-01-07,701,2578210.0,0.461614,21150.0,53.8134859992,29228,0.082371299544,840214425.424,11150,
2015-01-08,661,2645040.0,0.472087,18235.0,54.2807787823,23843,0.1,850160625.61,8983,
2015-01-09,496,2407840.0,0.428426,15357.0,39.8241732302,19256,0.1,776337037.581,7718,
2015-01-10,604,2400600.0,0.425966,23213.0,51.0738966054,28542,0.1,804896176.217,8697,
2015-01-11,647,2369310.0,0.418943,12932.0,47.1307315608,25518,0.07,834568783.879,10947,
2015-01-12,486,2149210.0,0.378873,12038.0,36.5430155492,21727,0.06,815506838.936,9682,
2015-01-13,752,2069830.0,0.363763,15632.0,61.0258506949,26302,0.1,807372182.025,10393,
2015-01-14,681,1714500.0,0.300409,20845.0,54.9290557837,27574,0.1,789370493.623,11104,
2015-01-15,641,1260140.0,0.220121,14019.0,48.1732718622,22328,0.090000000001,798891491.119,10507,
2015-01-16,602,1496130.0,0.260538,14483.0,43.2577590229,21640,0.07,814025195.887,10536,
2015-01-17,574,1624370.0,0.282024,12834.0,47.9621828973,25335,0.1,911511330.11,9252,
2015-01-18,425,1436750.0,0.24873,11861.0,31.2232323079,17302,0.042917395864,806438392.979,8283,
2015-01-19,893,1481490.0,0.255703,17060.0,67.3858255459,30228,0.1,798660433.663,10998,
2015-01-20,631,1474700.0,0.253765,8074.0,44.5890299706,23101,0.06,813088794.714,10030,
2015-01-21,689,1402630.0,0.240656,10021.0,53.2060194741,22892,0.09461571,823879233.81,10353,
2015-01-22,731,1528690.0,0.261508,15643.0,61.5614045876,29758,0.1,790895561.73,11793,
2015-01-23,473,1606240.0,0.273993,12269.0,31.5901103328,21606,0.04,785454350.493,9974,
2015-01-24,323,1646270.0,0.279997,16130.0,26.1259568807,15804,0.080263815693,815981689.563,6262,
2015-01-25,359,1752130.0,0.297115,24533.0,32.5646043629,18729,0.1,830580443.074,6279,
2015-01-26,979,1867840.0,0.315818,29144.0,86.0704041292,47001,0.1,817879032.142,11105,
2015-01-27,546,1877370.0,0.31654,17844.0,47.6262682468,27365,0.09,776744264.177,9583,
2015-01-28,630,1897440.0,0.319018,16093.0,48.714138278,24630,0.0779175163355,735966502.854,9385,
2015-01-29,683,1731140.0,0.290276,27625.0,46.7828502885,23193,0.048143671148,802499259.302,9709,
2015-01-30,531,1831440.0,0.306139,21911.0,38.7878775568,22862,0.044035393976,780507671.769,8827,
2015-01-31,619,1764140.0,0.294042,10211.0,41.1238442275,22033,0.045953724978,806064944.032,9360,
2015-02-01,606,1706270.0,0.28361,17051.0,42.7658377487,26406,0.04,765707307.918,10080,
2015-02-02,606,1814850.0,0.30081,16725.0,45.014524702,24826,0.0678030945805,752429146.206,9653,
2015-02-03,662,1820860.0,0.300962,11397.0,48.538010623,25869,0.0585941901965,795561902.605,9917,
2015-02-04,576,1753690.0,0.289054,19736.0,37.2658194918,21834,0.03883787724,750156330.61,9510,
2015-02-05,699,1761170.0,0.289486,13746.0,54.0220617958,28450,0.07474338,740768665.896,9485,
2015-02-06,540,1661450.0,0.272327,14473.0,36.4232190616,23181,0.04,737454269.761,9383,
2015-02-07,763,1656860.0,0.270831,12075.0,72.7026959313,48024,0.1,802781445.573,10115,
2015-02-08,507,1689980.0,0.275459,11615.0,35.8854546938,22161,0.043523252125,823597522.886,9148,
2015-02-09,598,1591870.0,0.258768,12603.0,44.620371486,22122,0.0733962872665,785091639.632,9307,
2015-02-10,433,1559910.0,0.252897,14973.0,32.4842577461,18894,0.043792922519,787809416.452,7531,
2015-02-11,633,1512250.0,0.244507,23085.0,43.6845763379,23927,0.060658556149,806313522.881,9351,
2015-02-12,560,1456630.0,0.234869,25486.0,42.0258984109,28773,0.048718678937,773324283.442,9181,
2015-02-13,612,1554650.0,0.250009,12966.0,48.5286407132,22314,0.07,773636971.045,8622,
2015-02-14,546,1591440.0,0.255242,19546.0,37.0840340941,21622,0.04,776452149.668,8468,
2015-02-15,603,1749650.0,0.279862,13141.0,43.7698026584,21767,0.05684133215,801398689.539,8507,
2015-02-16,459,1583380.0,0.252583,8801.0,30.4061654816,19938,0.04,795853942.18,7518,
2015-02-17,551,1577450.0,0.251008,16775.0,33.975757146,21542,0.031432750585,729581080.899,8822,
2015-02-18,678,1598190.0,0.253632,33558.0,46.0877300081,25141,0.043631752322,697075968.679,8873,
2015-02-19,554,1573510.0,0.249056,35329.0,35.580873184,23033,0.04,756719362.673,9235,
